date,year,region,measures,unit,index_value
1989-02,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",76.6
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-03,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.6
1989-03,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",76.1
1989-03,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",90.8
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",90.5
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",90.9
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",90.3
1989-03,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",112.6
1989-03,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",110.8
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",112.5
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",110.8
1989-03,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",112.4
1989-03,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.5
1989-03,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.5
1989-03,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-03,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",76.8
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-04,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.6
1989-04,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",76.3
1989-04,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",91
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",90.7
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.3
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",90.7
1989-04,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",112.8
1989-04,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",111.1
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",112.7
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",111.3
1989-04,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",112.9
1989-04,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.3
1989-04,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.4
1989-04,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-04,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",77
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-05,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.7
1989-05,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",76.8
1989-05,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",91.6
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",90.9
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.6
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",90.9
1989-05,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",113.2
1989-05,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",111.7
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",113.1
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",111.7
1989-05,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113.1
1989-05,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6
1989-05,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.6
1989-05,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.5
1989-05,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.5
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",77.2
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-06,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.6
1989-06,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",76.9
1989-06,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",91.8
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",91.2
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.8
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.2
1989-06,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",113.3
1989-06,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",112
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",113.3
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",111.9
1989-06,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113.5
1989-06,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-06,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-06,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.3
1989-06,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.3
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",77.6
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-07,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.8
1989-07,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",77.4
1989-07,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",92.4
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",91.7
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.1
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.5
1989-07,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",113.8
1989-07,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",112.7
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",114
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",112.3
1989-07,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113.8
1989-07,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-07,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9
1989-07,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-07,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",77.8
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-08,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.5
1989-08,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",77.5
1989-08,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",92.5
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",91.9
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.3
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",91.8
1989-08,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",114.1
1989-08,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",112.8
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",114.3
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",112.6
1989-08,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",114.2
1989-08,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-08,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-08,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-08,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",78
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-09,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.5
1989-09,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",77.6
1989-09,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",92.6
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",92.1
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.7
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.2
1989-09,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",114.6
1989-09,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",113
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",114.6
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113
1989-09,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",114.7
1989-09,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-09,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-09,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-09,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",78.3
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-10,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.4
1989-10,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",77.9
1989-10,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",92.9
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",92.5
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.5
1989-10,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",115
1989-10,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",113.4
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",115.1
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113.4
1989-10,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",115.1
1989-10,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-10,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-10,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-10,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",78.7
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-11,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.3
1989-11,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",78.1
1989-11,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",93.2
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",93
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.2
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",92.8
1989-11,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",115.3
1989-11,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",113.7
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",115.7
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",113.7
1989-11,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",115.4
1989-11,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-11,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-11,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-11,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",78.8
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1989-12,1989,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1
1989-12,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",78.1
1989-12,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",93.2
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",93.1
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.5
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.2
1989-12,1989,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",115.3
1989-12,1989,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",113.6
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",115.8
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",114
1989-12,1989,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",115.9
1989-12,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8
1989-12,1989,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8
1989-12,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1989-12,1989,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",79
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1990-01,1990,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.3
1990-01,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",78.6
1990-01,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",93.9
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",93.3
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.9
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.5
1990-01,1990,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",115.9
1990-01,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",114.5
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",116
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",114.6
1990-01,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",116.3
1990-01,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9
1990-01,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9
1990-01,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.1
1990-01,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",79.4
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1990-02,1990,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4
1990-02,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",79.1
1990-02,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",94.5
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",93.8
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",94.5
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",93.8
1990-02,1990,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",116.2
1990-02,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",115.2
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",116.6
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",115.2
1990-02,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",116.7
1990-02,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9
1990-02,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9
1990-02,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1990-02,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",79.7
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1990-03,1990,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4
1990-03,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",79.4
1990-03,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",94.8
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",94.1
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",94.8
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",94
1990-03,1990,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",116.5
1990-03,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",115.6
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",117
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",115.6
1990-03,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",116.9
1990-03,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9
1990-03,1990,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9
1990-03,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0
1990-03,1990,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0
1990-04,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",79.8
1990-04,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",
1990-04,1990,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4
1990-04,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",79.4
1990-04,1990,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",94.7
1990-04,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",94.2
1990-04,1990,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",94.9
1990-04,1990,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",94.3
1990-04,1990,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",116.7
