date,year,region,measures,unit,index_value,percentage
1985-11,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",97.9,2.10%
1985-11,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",97.2,2.80%
1985-11,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6,0.60%
1985-11,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7,0.70%
1985-11,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-11,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",66.4,33.60%
1985-12,1985,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
1985-12,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",67.5,32.50%
1985-12,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",80.6,19.40%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",78.4,21.60%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",80.8,19.20%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.4,21.60%
1985-12,1985,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",97.3,2.70%
1985-12,1985,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",98.3,1.70%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",97.6,2.40%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.6,1.40%
1985-12,1985,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",97.6,2.40%
1985-12,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.6,0.60%
1985-12,1985,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.7,0.70%
1985-12,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1985-12,1985,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",66.3,33.70%
1986-01,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
1986-01,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",67.7,32.30%
1986-01,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",80.9,19.10%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",78.3,21.70%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81,19.00%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.6,21.40%
1986-01,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",97.6,2.40%
1986-01,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",98.7,1.30%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",97.4,2.60%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.8,1.20%
1986-01,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",97.7,2.30%
1986-01,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8,0.80%
1986-01,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9,0.90%
1986-01,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1986-01,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2,0.20%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",66.8,33.20%
1986-02,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,3.60%
1986-02,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",68,32.00%
1986-02,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",81.1,18.90%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",78.8,21.20%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.1,18.90%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",78.9,21.10%
1986-02,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",98,2.00%
1986-02,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",98.9,1.10%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",98,2.00%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99,1.00%
1986-02,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.2,1.80%
1986-02,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.8,0.80%
1986-02,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1,1.00%
1986-02,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-02,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.1,0.10%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",67,33.00%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-03,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.5,3.50%
1986-03,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",68,32.00%
1986-03,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",81.1,18.90%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",79.1,20.90%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.2,18.80%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79.1,20.90%
1986-03,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",98.3,1.70%
1986-03,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",98.9,1.10%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",98.4,1.60%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99,1.00%
1986-03,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.4,1.60%
1986-03,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.1,1.10%
1986-03,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.4,1.40%
1986-03,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.3,0.30%
1986-03,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.4,0.40%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",67.3,32.70%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-04,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.4,3.40%
1986-04,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",67.9,32.10%
1986-04,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",81.1,18.90%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",79.5,20.50%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.1,18.90%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79.5,20.50%
1986-04,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",98.7,1.30%
1986-04,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",98.9,1.10%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",98.9,1.10%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.9,1.10%
1986-04,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",98.9,1.10%
1986-04,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.3,1.30%
1986-04,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.5,1.50%
1986-04,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.2,0.20%
1986-04,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.2,0.20%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",67.8,32.20%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-05,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,3.60%
1986-05,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",68.3,31.70%
1986-05,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",81.5,18.50%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",80.1,19.90%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.4,18.60%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",79.9,20.10%
1986-05,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",99.4,0.60%
1986-05,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",99.4,0.60%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",99.6,0.40%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99.2,0.80%
1986-05,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99.4,0.60%
1986-05,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,1.2,1.20%
1986-05,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,1.4,1.40%
1986-05,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-05,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",67.9,32.10%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-06,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.6,3.60%
1986-06,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",68.4,31.60%
1986-06,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",81.6,18.40%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",80.2,19.80%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.5,18.50%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",80.2,19.80%
1986-06,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",99.6,0.40%
1986-06,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",99.5,0.50%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",99.8,0.20%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99.4,0.60%
1986-06,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",99.8,0.20%
1986-06,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9,0.90%
1986-06,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.9,0.90%
1986-06,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-06,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",68.4,31.60%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-07,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
1986-07,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",68.9,31.10%
1986-07,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",82.2,17.80%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",80.8,19.20%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.1,17.90%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",80.8,19.20%
1986-07,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",100.1,-0.10%
1986-07,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",100.3,-0.30%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",100.5,-0.50%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.1,-0.10%
1986-07,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.5,-0.50%
1986-07,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9,0.90%
1986-07,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-07,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-07,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",68.8,31.20%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-08,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.8,3.80%
1986-08,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",69,31.00%
1986-08,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",82.4,17.60%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",81.2,18.80%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.3,17.70%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81,19.00%
1986-08,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",100.6,-0.60%
1986-08,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",100.6,-0.60%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",100.9,-0.90%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.4,-0.40%
1986-08,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.8,-0.80%
1986-08,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.9,0.90%
1986-08,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-08,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-08,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",68.8,31.20%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-09,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,3.9,3.90%
1986-09,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",69,31.00%
1986-09,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",82.4,17.60%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",81.2,18.80%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.5,17.50%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.1,18.90%
1986-09,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",101.2,-1.20%
1986-09,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",100.6,-0.60%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",100.9,-0.90%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.6,-0.60%
1986-09,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",100.9,-0.90%
1986-09,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.7,0.70%
1986-09,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-09,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-09,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",69.1,30.90%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-10,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1,4.10%
1986-10,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",69.5,30.50%
1986-10,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",82.9,17.10%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",81.6,18.40%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",82.8,17.20%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.4,18.60%
1986-10,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",101.8,-1.80%
1986-10,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",101.1,-1.10%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",101.5,-1.50%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",101,-1.00%
1986-10,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",101.3,-1.30%
1986-10,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.7,0.70%
1986-10,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-10,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-10,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",69.4,30.60%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-11,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.2,4.20%
1986-11,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",69.8,30.20%
1986-11,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",83.3,16.70%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",82,18.00%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",83.3,16.70%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",81.8,18.20%
1986-11,1986,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",102.2,-2.20%
1986-11,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",101.6,-1.60%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",102,-2.00%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",101.6,-1.60%
1986-11,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",101.8,-1.80%
1986-11,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.7,0.70%
1986-11,1986,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.8,0.80%
1986-11,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0,0.00%
1986-11,1986,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0,0.00%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",69.6,30.40%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",,100.00%
1986-12,1986,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,4.1,4.10%
1986-12,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",69.9,30.10%
1986-12,1986,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",83.4,16.60%
1986-12,1986,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",82.2,17.80%
